1606658052.567124,0
1606658052.674899,38
1606658052.779923,73
1606658052.884289,100
1606658052.989091,99
1606658053.092393,100
1606658053.198375,99
1606658053.304874,100
1606658053.408947,100
1606658053.512985,97
1606658053.617527,100
1606658053.720939,100
1606658053.826384,99
1606658053.933628,97
1606658054.038801,100
1606658054.147192,99
1606658054.250666,100
1606658054.360131,100
1606658054.464856,100
1606658054.571783,99
1606658054.676842,100
1606658054.789619,98
1606658054.893828,100
1606658054.998694,93
1606658055.102730,88
1606658055.205488,98
1606658055.310223,89
1606658055.413247,52
1606658055.518434,26
1606658055.623229,25
1606658055.727557,28
1606658055.830711,26
1606658055.934942,27
1606658056.038563,27
1606658056.143452,27
1606658056.246960,28
1606658056.352348,27
1606658056.456657,28
1606658056.571280,29
1606658056.677797,29
1606658056.787499,30
1606658056.891465,31
1606658056.996633,31
1606658057.100921,31
1606658057.205095,31
1606658057.308042,31
1606658057.422127,33
1606658057.526123,31
1606658057.629950,31
1606658057.733722,34
1606658057.836808,32
1606658057.939858,32
1606658058.044865,32
1606658058.149289,33
1606658058.253045,33
1606658058.356998,33
1606658058.460802,34
1606658058.580059,35
1606658058.690917,36
1606658058.794687,36
1606658058.898274,37
1606658059.003431,36
1606658059.117658,36
1606658059.223327,37
1606658059.328820,37
1606658059.432566,37
1606658059.536928,38
1606658059.643250,37
1606658059.747417,38
1606658059.850860,38
1606658059.954300,39
1606658060.057300,39
1606658060.161204,39
1606658060.265631,39
1606658060.369595,40
1606658060.474072,41
1606658060.583837,40
1606658060.687879,41
1606658060.792590,41
1606658060.897059,42
1606658061.001611,41
1606658061.105843,40
1606658061.209504,41
1606658061.313643,42
1606658061.419941,43
1606658061.523924,42
1606658061.632755,44
1606658061.741485,43
1606658061.867540,45
1606658061.973372,43
1606658062.076420,45
1606658062.181010,44
1606658062.285560,45
1606658062.389901,45
1606658062.494867,45
1606658062.599839,45
1606658062.705737,46
1606658062.811156,46
1606658062.915792,45
1606658063.021195,46
1606658063.125619,47
1606658063.232006,46
1606658063.336858,47
1606658063.441047,47
1606658063.547285,49
1606658063.651542,48
1606658063.756939,48
1606658063.859733,49
1606658063.964646,48
1606658064.069956,48
1606658064.181748,48
1606658064.286392,49
1606658064.391064,49
1606658064.494681,48
1606658064.599423,49
1606658064.706546,52
1606658064.809800,50
1606658064.915583,51
1606658065.019826,51
1606658065.123057,50
1606658065.227587,52
1606658065.331755,50
1606658065.436445,52
1606658065.540253,51
1606658065.644635,52
1606658065.747943,51
1606658065.852428,51
1606658065.956334,51
1606658066.061397,50
1606658066.164841,52
1606658066.269085,53
1606658066.372599,52
1606658066.477019,52
1606658066.580185,52
1606658066.701882,54
1606658066.806901,55
1606658066.912455,53
1606658067.016798,53
1606658067.120961,53
1606658067.229050,55
1606658067.332976,55
1606658067.439364,56
1606658067.544089,55
1606658067.648022,56
1606658067.752028,55
1606658067.857516,55
1606658067.965815,56
1606658068.070553,56
1606658068.176401,57
1606658068.280251,56
1606658068.385204,55
1606658068.488801,56
1606658068.592987,56
1606658068.697425,57
1606658068.801249,58
1606658068.912371,57
1606658069.019812,57
1606658069.126520,59
1606658069.233011,59
1606658069.341005,58
1606658069.452960,60
1606658069.557080,60
1606658069.662370,58
1606658069.767139,59
1606658069.873408,60
1606658069.979553,60
1606658070.086141,59
1606658070.191750,59
1606658070.297657,60
1606658070.403254,60
1606658070.508818,59
1606658070.613993,61
1606658070.717870,60
1606658070.822404,59
1606658070.926677,60
1606658071.030733,61
1606658071.133734,62
1606658071.237388,62
1606658071.340890,61
1606658071.445487,61
1606658071.549801,61
1606658071.662071,61
1606658071.765885,62
1606658071.870351,63
1606658071.974241,63
1606658072.078672,63
1606658072.182820,64
1606658072.286610,63
1606658072.389897,63
1606658072.492978,64
1606658072.597741,65
1606658072.701612,64
1606658072.805691,63
1606658072.909404,63
1606658073.014743,65
1606658073.118084,64
1606658073.221186,64
1606658073.327966,64
1606658073.431938,64
1606658073.536119,65
1606658073.640181,64
1606658073.745242,66
1606658073.850274,64
1606658073.955280,65
1606658074.061194,65
1606658074.165039,65
1606658074.269581,66
1606658074.374145,66
1606658074.477835,67
1606658074.583287,68
1606658074.689185,67
1606658074.793164,68
1606658074.896865,67
1606658075.000843,68
1606658075.103789,68
1606658075.207078,69
1606658075.310747,69
1606658075.414242,68
1606658075.518031,68
1606658075.622704,69
1606658075.727583,70
1606658075.832468,70
1606658075.935838,70
1606658076.041261,68
1606658076.145575,68
1606658076.257151,69
1606658076.360571,69
1606658076.464517,70
1606658076.569502,70
1606658076.676820,70
1606658076.780665,70
1606658076.908157,71
1606658077.012065,71
1606658077.116172,71
1606658077.223831,74
1606658077.329131,71
1606658077.434438,71
1606658077.538231,71
1606658077.655060,72
1606658077.759358,71
1606658077.864284,72
1606658077.968854,73
1606658078.072718,73
1606658078.177112,71
1606658078.280963,72
1606658078.384971,73
1606658078.487953,72
1606658078.592552,72
1606658078.696754,74
1606658078.801225,74
1606658078.905210,73
1606658079.028376,73
1606658079.132562,74
1606658079.236562,73
1606658079.342915,74
1606658079.490337,76
1606658079.593406,74
1606658079.697718,74
1606658079.801577,74
1606658079.906254,75
1606658080.013969,74
1606658080.118118,75
1606658080.222878,75
1606658080.327110,73
1606658080.429992,75
1606658080.534395,74
1606658080.640000,74
1606658080.743524,75
1606658080.848587,75
1606658080.952586,74
1606658081.057318,75
1606658081.160501,75
1606658081.264508,76
1606658081.367803,75
1606658081.480229,77
1606658081.584804,78
1606658081.688762,76
1606658081.792532,76
1606658081.896809,76
1606658082.001107,76
1606658082.113018,77
1606658082.223874,76
1606658082.327962,76
1606658082.431698,76
1606658082.535164,77
1606658082.646097,77
1606658082.750020,77
1606658082.854684,78
1606658082.959244,77
1606658083.063661,76
1606658083.167927,76
1606658083.271785,78
1606658083.375725,77
1606658083.479536,77
1606658083.582904,77
1606658083.686346,77
1606658083.790186,77
1606658083.894456,78
1606658083.999666,79
1606658084.107246,79
1606658084.211742,80
1606658084.317717,78
1606658084.422546,78
1606658084.535565,80
1606658084.642782,80
1606658084.751814,81
1606658084.859286,82
1606658084.963533,81
1606658085.068170,81
1606658085.172837,81
1606658085.277359,80
1606658085.382873,80
1606658085.492195,80
1606658085.596602,82
1606658085.700416,82
1606658085.804573,82
1606658085.912124,81
1606658086.024020,80
1606658086.128034,81
1606658086.232124,81
1606658086.336273,81
1606658086.440583,81
1606658086.543741,83
1606658086.649943,82
1606658086.754658,83
1606658086.859177,83
1606658086.963809,82
1606658087.068217,82
1606658087.174384,82
1606658087.279509,82
1606658087.386016,83
1606658087.490221,83
1606658087.593793,84
1606658087.698629,82
1606658087.801807,83
1606658087.909533,83
1606658088.013072,82
1606658088.118329,84
1606658088.230387,85
1606658088.334106,86
1606658088.438524,85
1606658088.543178,85
1606658088.648804,85
1606658088.752783,86
1606658088.856093,85
1606658088.960731,87
1606658089.069841,88
1606658089.175292,85
1606658089.280282,86
1606658089.384158,86
1606658089.488397,86
1606658089.592282,85
1606658089.695657,86
1606658089.801246,86
1606658089.905470,87
1606658090.009662,86
1606658090.113419,87
1606658090.216916,86
1606658090.320932,86
1606658090.429433,87
1606658090.536380,86
1606658090.642076,86
1606658090.746237,90
1606658090.851941,88
1606658090.960069,88
1606658091.066204,88
1606658091.169487,88
1606658091.273839,87
1606658091.377830,87
1606658091.482241,89
1606658091.585598,90
1606658091.692192,89
1606658091.797631,90
1606658091.905079,89
1606658092.008541,89
1606658092.111566,88
1606658092.215573,88
1606658092.319787,88
1606658092.424266,88
1606658092.528680,89
1606658092.632691,89
1606658092.736153,90
1606658092.839522,90
1606658092.945409,90
1606658093.049039,89
1606658093.152899,89
1606658093.257248,89
1606658093.362420,89
1606658093.465985,92
1606658093.570487,91
1606658093.675040,90
1606658093.785186,92
1606658093.889035,90
1606658093.998669,91
1606658094.101363,91
1606658094.204888,91
1606658094.310238,90
1606658094.414113,91
1606658094.523683,91
1606658094.627792,92
1606658094.734381,93
1606658094.838629,94
1606658094.948558,91
1606658095.063790,92
1606658095.169044,91
1606658095.273725,92
1606658095.378683,93
1606658095.485118,93
1606658095.588366,94
1606658095.694522,94
1606658095.798991,93
1606658095.908159,94
1606658096.012451,93
1606658096.116386,93
1606658096.221050,93
1606658096.325783,95
1606658096.431651,94
1606658096.539060,94
1606658096.643402,94
1606658096.747599,95
1606658096.852051,95
1606658096.956715,94
1606658097.061138,93
1606658097.164861,93
1606658097.267720,94
1606658097.371163,95
1606658097.475792,94
1606658097.578725,94
1606658097.683217,95
1606658097.790918,95
1606658097.900914,94
1606658098.004775,96
1606658098.107832,96
1606658098.211574,98
1606658098.321119,97
1606658098.424261,97
1606658098.530154,97
1606658098.635665,97
1606658098.739921,97
1606658098.843795,97
1606658098.947527,96
1606658099.051043,95
1606658099.153745,97
1606658099.258200,97
1606658099.363322,96
1606658099.482707,98
1606658099.591652,97
1606658099.696226,97
1606658099.799843,96
1606658099.908185,96
1606658100.011811,96
1606658100.115448,96
1606658100.223820,98
1606658100.329908,97
1606658100.432842,99
1606658100.536462,99
1606658100.640590,99
1606658100.743890,99
1606658100.869290,99
1606658100.973482,99
1606658101.076866,99
1606658101.179758,100
1606658101.283887,99
1606658101.390449,99
1606658101.499938,98
1606658101.605811,98
1606658101.713642,95
1606658101.817662,65
1606658101.922373,48
1606658102.027184,49
1606658102.132462,50
1606658102.236722,49
1606658102.343019,50
1606658102.450536,49
1606658102.557455,50
1606658102.660694,50
1606658102.770759,52
1606658102.874964,51
1606658102.978833,49
1606658103.082839,51
1606658103.186659,51
1606658103.289663,50
1606658103.394585,52
1606658103.499907,50
1606658103.603727,51
1606658103.708271,53
1606658103.811917,53
1606658103.915902,53
1606658104.020148,54
1606658104.125258,55
1606658104.228578,55
1606658104.332967,55
1606658104.436729,55
1606658104.540313,56
1606658104.644753,55
1606658104.748905,58
1606658104.852792,54
1606658104.956896,55
1606658105.061519,56
1606658105.167227,54
1606658105.273933,54
1606658105.378629,56
1606658105.484784,56
1606658105.591843,56
1606658105.694346,56
1606658105.804382,56
1606658105.911399,57
1606658106.016930,56
1606658106.121540,57
1606658106.225741,56
1606658106.331392,56
1606658106.435353,57
1606658106.540336,59
1606658106.644803,59
1606658106.750024,60
1606658106.853985,59
1606658106.957799,59
1606658107.061834,61
1606658107.165607,60
1606658107.268981,61
1606658107.372524,60
1606658107.475990,60
1606658107.581125,60
1606658107.690873,60
1606658107.795379,60
1606658107.899878,61
1606658108.003394,62
1606658108.111735,62
1606658108.216953,61
1606658108.323183,60
1606658108.426678,60
1606658108.530606,60
1606658108.635027,61
1606658108.741705,62
1606658108.847481,62
1606658108.951316,61
1606658109.057471,60
1606658109.162345,62
1606658109.266717,61
1606658109.371313,61
1606658109.475330,61
1606658109.579641,61
1606658109.684307,64
1606658109.788142,64
1606658109.893394,64
1606658109.997136,66
1606658110.101266,64
1606658110.204535,65
1606658110.308679,64
1606658110.411665,65
1606658110.515652,64
1606658110.618963,66
1606658110.724803,65
1606658110.827689,66
1606658110.930610,65
1606658111.035092,67
1606658111.141139,66
1606658111.245226,67
1606658111.349868,67
1606658111.479261,66
1606658111.589308,67
1606658111.693439,65
1606658111.798540,65
1606658111.903589,65
1606658112.006982,65
1606658112.111559,65
1606658112.215569,65
1606658112.319105,65
1606658112.431721,67
1606658112.540777,68
1606658112.644953,69
